"ulb","ward","assessmentnumber","assessmentdate","createdtime","financialyear","status"
"Banpur","07","PT-AS-BNP-2021-11-26-570311","2014-04-07","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570312","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570313","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570314","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570315","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570316","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570317","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570318","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570319","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570320","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570321","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570322","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570323","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570324","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570325","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570326","2014-04-05","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570327","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570328","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570329","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570330","2014-04-05","2021-11-26","2014-15","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570331","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570332","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570334","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570333","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570337","2004-04-01","2021-11-26","2004-05","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570335","2011-04-01","2021-11-26","2011-12","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570339","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570336","2006-04-01","2021-11-26","2006-07","ACTIVE"
"Balangir","20","PT-AS-BLR-2021-11-26-570340","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570341","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570338","2001-04-01","2021-11-26","2001-02","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570343","2011-04-01","2021-11-26","2011-12","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570344","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570342","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570347","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570345","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570348","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570346","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570350","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570352","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570349","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570351","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570356","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570353","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570354","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570358","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570355","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570359","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570357","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570361","2011-04-01","2021-11-26","2011-12","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570362","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570360","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570364","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570363","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570366","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570367","2006-04-01","2021-11-26","2006-07","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570365","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570368","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570369","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570372","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570370","2016-04-01","2021-11-26","2016-17","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570374","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570371","2016-04-01","2021-11-26","2016-17","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570375","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570373","2010-04-01","2021-11-26","2010-11","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570377","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570378","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570376","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570380","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570381","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570379","2016-04-01","2021-11-26","2016-17","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570382","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570383","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570385","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570386","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570384","2010-04-01","2021-11-26","2010-11","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570387","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570389","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570390","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570388","2016-04-01","2021-11-26","2016-17","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570391","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570394","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570392","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570393","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570395","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570396","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570398","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570399","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570397","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570402","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570404","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","12","PT-AS-BNP-2021-11-26-570405","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570400","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570401","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570406","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570407","2014-04-05","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570403","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570408","2014-04-27","2021-11-26","2014-15","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570409","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-570410","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570411","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570412","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570413","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-570414","2018-03-07","2021-11-26","2017-18","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570419","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570420","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570415","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570416","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570417","2012-04-01","2021-11-26","2012-13","ACTIVE"
"Banpur","01","PT-AS-BNP-2021-11-26-570418","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570421","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570422","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570425","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-570423","2014-04-01","2021-11-26","2014-15","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570424","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570433","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Banpur","08","PT-AS-BNP-2021-11-26-570434","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570426","2019-03-07","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570427","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570428","2014-04-28","2021-11-26","2014-15","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570429","2017-05-01","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570438","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570440","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570430","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570431","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570432","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570435","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570436","2018-03-13","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570446","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570437","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570439","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570449","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570441","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570450","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570451","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570442","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570452","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570443","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Balangir","07","PT-AS-BLR-2021-11-26-570444","2016-04-01","2021-11-26","2016-17","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570454","2014-04-07","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570445","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570455","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Banpur","10","PT-AS-BNP-2021-11-26-570447","2019-03-27","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570448","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570458","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570459","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570460","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570461","2019-03-15","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570462","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570453","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570464","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570467","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570456","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-570457","2014-04-24","2021-11-26","2014-15","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570471","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","10","PT-AS-BNP-2021-11-26-570463","2014-04-07","2021-11-26","2014-15","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570465","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570466","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570473","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570468","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Banpur","08","PT-AS-BNP-2021-11-26-570475","2019-03-21","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570469","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","10","PT-AS-BNP-2021-11-26-570476","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570470","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570478","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570472","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570480","2014-04-04","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570481","2014-04-05","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570474","2019-03-21","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570482","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570483","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570477","2019-03-27","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570484","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570479","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570489","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570490","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","05","PT-AS-BNP-2021-11-26-570491","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","10","PT-AS-BNP-2021-11-26-570493","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570494","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570495","2014-04-08","2021-11-26","2014-15","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570485","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570486","2014-04-02","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570497","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570487","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570498","2014-04-29","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570488","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570499","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570500","2014-04-18","2021-11-26","2014-15","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570492","2019-03-19","2021-11-26","2018-19","ACTIVE"
"Banpur","12","PT-AS-BNP-2021-11-26-570503","2019-03-07","2021-11-26","2018-19","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570496","2014-04-04","2021-11-26","2014-15","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570508","2019-03-14","2021-11-26","2018-19","ACTIVE"
"Banpur","09","PT-AS-BNP-2021-11-26-570509","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570501","2018-03-14","2021-11-26","2017-18","ACTIVE"
"Banpur","10","PT-AS-BNP-2021-11-26-570510","2019-03-26","2021-11-26","2018-19","ACTIVE"
"Banpur","04","PT-AS-BNP-2021-11-26-570502","2014-04-27","2021-11-26","2014-15","ACTIVE"
"Banpur","12","PT-AS-BNP-2021-11-26-570504","2019-03-08","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570512","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570505","2014-04-25","2021-11-26","2014-15","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570514","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570506","2014-04-15","2021-11-26","2014-15","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570515","2019-03-07","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570516","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","02","PT-AS-BNP-2021-11-26-570507","2014-04-17","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570517","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570511","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","13","PT-AS-BNP-2021-11-26-570513","2019-03-14","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570521","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570522","2019-03-07","2021-11-26","2018-19","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570523","2019-03-07","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570518","2019-03-11","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570526","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","06","PT-AS-BNP-2021-11-26-570519","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570528","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","14","PT-AS-BNP-2021-11-26-570520","2019-03-13","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570530","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","15","PT-AS-BNP-2021-11-26-570531","2019-03-12","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-570524","2014-04-22","2021-11-26","2014-15","ACTIVE"
"Banpur","07","PT-AS-BNP-2021-11-26-570525","2014-04-04","2021-11-26","2014-15","ACTIVE"
"Banpur","11","PT-AS-BNP-2021-11-26-570527","2019-03-06","2021-11-26","2018-19","ACTIVE"
"Banpur","03","PT-AS-BNP-2021-11-26-570529","2019-03-20","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570532","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570534","2010-04-01","2021-11-26","2010-11","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570535","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570536","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570533","2018-04-01","2021-11-26","2018-19","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570538","2015-04-01","2021-11-26","2015-16","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570539","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570541","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","03","PT-AS-BLR-2021-11-26-570537","2002-04-01","2021-11-26","2002-03","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570544","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570540","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570542","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570543","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570548","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570549","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570545","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570550","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570546","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570547","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570553","2017-04-03","2021-11-26","2017-18","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570554","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570551","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","02","PT-AS-BLR-2021-11-26-570552","2013-04-01","2021-11-26","2013-14","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570556","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","19","PT-AS-BLR-2021-11-26-570557","2017-04-01","2021-11-26","2017-18","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570555","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570559","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570560","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570561","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570558","2009-04-01","2021-11-26","2009-10","ACTIVE"
"Balangir","04","PT-AS-BLR-2021-11-26-570562","2018-04-02","2021-11-26","2018-19","ACTIVE"
"Balangir","08","PT-AS-BLR-2021-11-26-570563","2018-04-02","2021-11-26","2018-19","ACTIVE"
