"ulb","ward","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Balasore","09","2022-01-03","01/2021-22/009203","2022-01-03",1122.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010152","2022-01-06",12920.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010125","2022-01-06",666.00,"Property Tax"
"Balasore","09","2022-01-03","01/2021-22/009209","2022-01-03",249.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010128","2022-01-06",510.00,"Property Tax"
"Paralakhemundi",NULL,"2022-01-15","01/2021-22/012766","2022-01-15",1175.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010131","2022-01-06",82.00,"Property Tax"
"Balasore","09","2022-01-03","01/2021-22/009169","2022-01-03",327.00,"Property Tax"
"Paralakhemundi","06","2021-12-28","12/2021-22/007579","2021-12-28",327.00,"Property Tax"
"Balasore","01","2022-01-05","01/2021-22/009851","2022-01-05",150.00,"Property Tax"
"Paralakhemundi","12","2022-01-17","01/2021-22/014309","2022-01-17",390.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010149","2022-01-06",264.00,"Property Tax"
"Balasore","09","2022-01-05","01/2021-22/009861","2022-01-05",520.00,"Property Tax"
"Balasore","09","2022-01-05","01/2021-22/009862","2022-01-05",3289.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010136","2022-01-06",289.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010158","2022-01-06",1207.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010144","2022-01-06",153.00,"Property Tax"
"Balasore",NULL,"2021-12-30","12/2021-22/007991","2021-12-30",418.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010057","2022-01-06",5454.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010122","2022-01-06",3094.00,"Property Tax"
"Balasore","10","2021-11-04","11/2021-22/000889","2021-11-04",169.00,"Property Tax"
"Balasore","06","2021-12-30","12/2021-22/008130","2021-12-30",126.00,"Property Tax"
"Balasore","05","2022-01-03","01/2021-22/009092","2022-01-03",118.00,"Property Tax"
"Balasore","09","2022-01-03","01/2021-22/009175","2022-01-03",718.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010061","2022-01-06",370.00,"Property Tax"
"Cuttack","22","2021-11-12","11/2021-22/001254","2021-11-12",1.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010117","2022-01-06",632.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010150","2022-01-06",290.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010089","2022-01-06",1700.00,"Property Tax"
"Cuttack","23","2021-10-24","10/2021-22/000493","2021-10-24",3875.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010001","2022-01-06",1554.00,"Property Tax"
"Balasore","09","2022-01-05","01/2021-22/009865","2022-01-05",324.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010095","2022-01-06",1904.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010004","2022-01-06",157.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/009999","2022-01-06",1043.00,"Property Tax"
"Balasore","09","2022-01-03","01/2021-22/009199","2022-01-03",402.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010069","2022-01-06",116.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010068","2022-01-06",116.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010012","2022-01-06",3806.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010147","2022-01-06",552.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010071","2022-01-06",596.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010070","2022-01-06",596.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010063","2022-01-06",4484.00,"Property Tax"
"Balasore","09","2022-01-03","01/2021-22/009189","2022-01-03",632.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010148","2022-01-06",1036.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010066","2022-01-06",974.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010074","2022-01-06",561.00,"Property Tax"
"Balasore","09","2022-01-06","01/2021-22/010073","2022-01-06",561.00,"Property Tax"
"Patnagarh",NULL,"2022-01-19","01/2021-22/017058","2022-01-19",1120.00,"Property Tax"
"Cuttack",NULL,"2021-10-30","10/2021-22/000768","2021-10-30",984.00,"Property Tax"
"Patnagarh",NULL,"2021-12-20","12/2021-22/006261","2021-12-20",644.00,"Property Tax"
"Patnagarh","08","2022-01-03","01/2021-22/008874","2022-01-03",76.00,"Property Tax"
"Patnagarh","09","2021-11-11","11/2021-22/001211","2021-11-11",66.00,"Property Tax"
"Patnagarh",NULL,"2022-01-18","01/2021-22/015763","2022-01-18",2872.00,"Property Tax"
"Patnagarh",NULL,"2022-01-18","01/2021-22/015808","2022-01-18",68.00,"Property Tax"
"Patnagarh","08","2021-12-13","12/2021-22/004553","2021-12-13",1242.00,"Property Tax"
"Patnagarh","09","2022-01-19","01/2021-22/017069","2022-01-19",6180.00,"Property Tax"
"Balliguda","01","2022-01-11","01/2021-22/011609","2022-01-11",11.00,"Property Tax"
"Balliguda","05","2022-01-18","01/2021-22/015495","2022-01-18",344.00,"Property Tax"
"Jharsuguda","10","2022-01-19","01/2021-22/016074","2022-01-19",1001.00,"Property Tax"
"Cuttack","29","2021-12-04","12/2021-22/003284","2021-12-04",144.00,"Property Tax"
"Jharsuguda",NULL,"2021-12-30","12/2021-22/008128","2021-12-30",2596.00,"Property Tax"
"Jharsuguda",NULL,"2021-12-30","12/2021-22/008124","2021-12-30",1298.00,"Property Tax"
"Angul",NULL,"2021-09-30","09/2021-22/000113","2021-09-30",1060.00,"Property Tax"
"Jharsuguda","14","2021-12-30","12/2021-22/008086","2021-12-30",154.00,"Property Tax"
"Jharsuguda","10","2021-11-01","11/2021-22/000793","2021-11-01",11844.00,"Property Tax"
"Jharsuguda",NULL,"2021-11-23","11/2021-22/001961","2021-11-23",10.00,"Property Tax"
"Titilagarh","14","2021-12-08","12/2021-22/003773","2021-12-08",192.00,"Property Tax"
"Jharsuguda","16","2022-01-03","01/2021-22/008837","2022-01-03",570.00,"Property Tax"
"Jharsuguda","16","2022-01-17","01/2021-22/014231","2022-01-17",195.00,"Property Tax"
"Jharsuguda","04","2022-01-19","01/2021-22/016329","2022-01-19",5550.00,"Property Tax"
"Jharsuguda","11","2022-01-17","01/2021-22/014275","2022-01-17",2211.00,"Property Tax"
"Angul",NULL,"2021-09-24","09/2021-22/000107","2021-09-24",23490.00,"Property Tax"
"Jharsuguda","04","2022-01-19","01/2021-22/016259","2022-01-19",2775.00,"Property Tax"
"Angul","10","2021-09-30","09/2021-22/000111","2021-09-30",2907.00,"Property Tax"
"Jharsuguda","04","2022-01-19","01/2021-22/016528","2022-01-19",17960.00,"Property Tax"
"Angul","11","2021-10-01","10/2021-22/000117","2021-10-01",6630.00,"Property Tax"
"Angul",NULL,"2021-09-30","09/2021-22/000110","2021-09-30",5678.00,"Property Tax"
"Jharsuguda",NULL,"2021-12-30","12/2021-22/007983","2021-12-30",1200.00,"Property Tax"
"Angul",NULL,"2021-09-30","09/2021-22/000112","2021-09-30",825.00,"Property Tax"
"Jharsuguda",NULL,"2022-01-19","01/2021-22/016540","2022-01-19",1938.00,"Property Tax"
"Khariarroad","08","2021-12-26","12/2021-22/007341","2021-12-26",161.00,"Property Tax"
"Jharsuguda",NULL,"2022-01-18","01/2021-22/014877","2022-01-18",10926.00,"Property Tax"
"Jharsuguda","16","2022-01-17","01/2021-22/014206","2022-01-17",1011.00,"Property Tax"
"Angul",NULL,"2021-09-24","09/2021-22/000108","2021-09-24",47847.00,"Property Tax"
"Angul","22","2021-10-21","10/2021-22/000455","2021-10-21",68076.00,"Property Tax"
"Jharsuguda",NULL,"2022-01-15","01/2021-22/012611","2022-01-15",10600.00,"Property Tax"
"Jharsuguda",NULL,"2022-01-03","01/2021-22/009103","2022-01-03",3874.00,"Property Tax"
"Kuchinda",NULL,"2022-01-12","01/2021-22/011916","2022-01-12",80.00,"Property Tax"
"Jharsuguda",NULL,"2022-01-17","01/2021-22/013729","2022-01-17",1303.00,"Property Tax"
"Kuchinda",NULL,"2022-01-12","01/2021-22/011850","2022-01-12",136.00,"Property Tax"
"Kuchinda",NULL,"2022-01-10","01/2021-22/010935","2022-01-10",152.00,"Property Tax"
"Jharsuguda","14","2022-01-10","01/2021-22/010797","2022-01-10",4642.00,"Property Tax"
"Kuchinda","08","2021-12-06","12/2021-22/003438","2021-12-06",44.00,"Property Tax"
"Kuchinda","09","2021-11-24","11/2021-22/002079","2021-11-24",30.00,"Property Tax"
"Kuchinda","04","2022-01-04","01/2021-22/009350","2022-01-04",346.00,"Property Tax"
"Kuchinda","09","2022-01-13","01/2021-22/011998","2022-01-13",474.00,"Property Tax"
"Kuchinda",NULL,"2022-01-10","01/2021-22/010960","2022-01-10",34.00,"Property Tax"
"Kuchinda","08","2022-01-03","01/2021-22/008891","2022-01-03",64.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012596","2022-01-15",98.00,"Property Tax"
"Kuchinda","01","2022-01-19","01/2021-22/016381","2022-01-19",84.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012795","2022-01-15",196.00,"Property Tax"
"Kuchinda",NULL,"2021-12-31","12/2021-22/008243","2021-12-31",156.00,"Property Tax"
"Kuchinda","01","2022-01-12","01/2021-22/011939","2022-01-12",140.00,"Property Tax"
"Kuchinda","01","2022-01-19","01/2021-22/016768","2022-01-19",96.00,"Property Tax"
"Kuchinda","01","2022-01-19","01/2021-22/016796","2022-01-19",86.00,"Property Tax"
"Kuchinda","01","2022-01-04","01/2021-22/009705","2022-01-04",120.00,"Property Tax"
"Kuchinda","01","2022-01-15","01/2021-22/012672","2022-01-15",474.00,"Property Tax"
"Kuchinda","01","2022-01-15","01/2021-22/012858","2022-01-15",128.00,"Property Tax"
"Kuchinda","01","2022-01-15","01/2021-22/012642","2022-01-15",122.00,"Property Tax"
"Kuchinda","01","2022-01-15","01/2021-22/012844","2022-01-15",140.00,"Property Tax"
"Kuchinda","01","2022-01-15","01/2021-22/012829","2022-01-15",56.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012668","2022-01-15",32.00,"Property Tax"
"Kuchinda","01","2022-01-19","01/2021-22/016636","2022-01-19",132.00,"Property Tax"
"Kuchinda","01","2022-01-11","01/2021-22/011644","2022-01-11",52.00,"Property Tax"
"Kuchinda",NULL,"2022-01-19","01/2021-22/016518","2022-01-19",120.00,"Property Tax"
"Kuchinda",NULL,"2022-01-11","01/2021-22/011640","2022-01-11",56.00,"Property Tax"
"Kuchinda",NULL,"2022-01-19","01/2021-22/016682","2022-01-19",114.00,"Property Tax"
"Kuchinda","01","2022-01-11","01/2021-22/011641","2022-01-11",58.00,"Property Tax"
"Kuchinda",NULL,"2022-01-12","01/2021-22/011911","2022-01-12",60.00,"Property Tax"
"Kuchinda",NULL,"2022-01-01","01/2021-22/008603","2022-01-01",44.00,"Property Tax"
"Kuchinda","01","2022-01-04","01/2021-22/009706","2022-01-04",138.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012680","2022-01-15",32.00,"Property Tax"
"Kuchinda","08","2022-01-04","01/2021-22/009663","2022-01-04",14.00,"Property Tax"
"Kuchinda",NULL,"2022-01-13","01/2021-22/012179","2022-01-13",1514.00,"Property Tax"
"Kuchinda",NULL,"2022-01-12","01/2021-22/011917","2022-01-12",100.00,"Property Tax"
"Kuchinda","11","2022-01-14","01/2021-22/012345","2022-01-14",18.00,"Property Tax"
"Kuchinda","01","2022-01-15","01/2021-22/012876","2022-01-15",90.00,"Property Tax"
"Kuchinda","07","2022-01-17","01/2021-22/014417","2022-01-17",400.00,"Property Tax"
"Kuchinda","01","2022-01-04","01/2021-22/009703","2022-01-04",124.00,"Property Tax"
"Kuchinda","01","2022-01-11","01/2021-22/011629","2022-01-11",40.00,"Property Tax"
"Kuchinda","11","2022-01-14","01/2021-22/012346","2022-01-14",32.00,"Property Tax"
"Kuchinda","10","2021-12-28","12/2021-22/007571","2021-12-28",46.00,"Property Tax"
"Kuchinda","04","2022-01-12","01/2021-22/011924","2022-01-12",50.00,"Property Tax"
"Kuchinda","10","2022-01-08","01/2021-22/010540","2022-01-08",300.00,"Property Tax"
"Kuchinda","10","2021-11-24","11/2021-22/002089","2021-11-24",30.00,"Property Tax"
"Angul","23","2021-12-07","12/2021-22/003674","2021-12-07",1058.00,"Property Tax"
"Kuchinda",NULL,"2022-01-13","01/2021-22/012197","2022-01-13",94.00,"Property Tax"
"Jharsuguda","16","2022-01-15","01/2021-22/013051","2022-01-15",3641.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012573","2022-01-15",140.00,"Property Tax"
"Kuchinda","06","2021-12-29","12/2021-22/007877","2021-12-29",160.00,"Property Tax"
"Kuchinda",NULL,"2022-01-01","01/2021-22/008604","2022-01-01",44.00,"Property Tax"
"Kuchinda","10","2021-12-27","12/2021-22/007498","2021-12-27",46.00,"Property Tax"
"Kuchinda",NULL,"2022-01-12","01/2021-22/011784","2022-01-12",264.00,"Property Tax"
"Kuchinda",NULL,"2022-01-17","01/2021-22/013771","2022-01-17",97.00,"Property Tax"
"Kuchinda","11","2022-01-19","01/2021-22/016662","2022-01-19",276.00,"Property Tax"
"Kuchinda",NULL,"2022-01-17","01/2021-22/013754","2022-01-17",33.00,"Property Tax"
"Kuchinda","02","2021-12-20","12/2021-22/006263","2021-12-20",902.00,"Property Tax"
"Kuchinda","11","2022-01-14","01/2021-22/012347","2022-01-14",50.00,"Property Tax"
"Kuchinda","04","2022-01-19","01/2021-22/017049","2022-01-19",26.00,"Property Tax"
"Kuchinda","06","2021-12-30","12/2021-22/008045","2021-12-30",120.00,"Property Tax"
"Kuchinda","07","2021-12-03","12/2021-22/003092","2021-12-03",160.00,"Property Tax"
"Kuchinda","06","2021-12-30","12/2021-22/007942","2021-12-30",160.00,"Property Tax"
"Kuchinda","11","2022-01-19","01/2021-22/016267","2022-01-19",150.00,"Property Tax"
"Kuchinda","11","2022-01-13","01/2021-22/012275","2022-01-13",30.00,"Property Tax"
"Kuchinda","08","2022-01-04","01/2021-22/009665","2022-01-04",16.00,"Property Tax"
"Kuchinda","10","2021-12-29","12/2021-22/007745","2021-12-29",42.00,"Property Tax"
"Kuchinda","05","2022-01-11","01/2021-22/011500","2022-01-11",2856.00,"Property Tax"
"Kuchinda","08","2021-12-21","12/2021-22/006464","2021-12-21",58.00,"Property Tax"
"Kuchinda",NULL,"2022-01-17","01/2021-22/013674","2022-01-17",280.00,"Property Tax"
"Kuchinda","08","2022-01-10","01/2021-22/010989","2022-01-10",106.00,"Property Tax"
"Kuchinda","02","2022-01-13","01/2021-22/012189","2022-01-13",282.00,"Property Tax"
"Kuchinda","04","2021-12-30","12/2021-22/008087","2021-12-30",306.00,"Property Tax"
"Kuchinda","04","2021-12-04","12/2021-22/003256","2021-12-04",630.00,"Property Tax"
"Kuchinda","02","2022-01-10","01/2021-22/010855","2022-01-10",376.00,"Property Tax"
"Kuchinda","03","2022-01-03","01/2021-22/008979","2022-01-03",114.00,"Property Tax"
"Kuchinda","05","2021-11-24","11/2021-22/002137","2021-11-24",164.00,"Property Tax"
"Kuchinda","03","2022-01-04","01/2021-22/009688","2022-01-04",106.00,"Property Tax"
"Kuchinda","03","2022-01-04","01/2021-22/009691","2022-01-04",110.00,"Property Tax"
"Kuchinda","09","2022-01-15","01/2021-22/012592","2022-01-15",310.00,"Property Tax"
"Kuchinda","03","2022-01-04","01/2021-22/009694","2022-01-04",62.00,"Property Tax"
"Kuchinda","02","2022-01-10","01/2021-22/011027","2022-01-10",270.00,"Property Tax"
"Kuchinda","02","2021-12-28","12/2021-22/007654","2021-12-28",638.00,"Property Tax"
"Angul",NULL,"2021-12-07","12/2021-22/003665","2021-12-07",232.00,"Property Tax"
"Jharsuguda","11","2022-01-17","01/2021-22/014253","2022-01-17",561.00,"Property Tax"
"Jharsuguda",NULL,"2022-01-17","01/2021-22/014297","2022-01-17",224.00,"Property Tax"
"Jharsuguda","11","2022-01-17","01/2021-22/014263","2022-01-17",709.00,"Property Tax"
"Jharsuguda","17","2022-01-17","01/2021-22/013749","2022-01-17",3260.00,"Property Tax"
"Angul","23","2021-12-04","12/2021-22/003250","2021-12-04",706.00,"Property Tax"
"Angul","23","2021-12-04","12/2021-22/003249","2021-12-04",353.00,"Property Tax"
"Kuchinda",NULL,"2022-01-03","01/2021-22/008897","2022-01-03",30.00,"Property Tax"
"Kuchinda",NULL,"2022-01-03","01/2021-22/008894","2022-01-03",30.00,"Property Tax"
"Kuchinda",NULL,"2022-01-17","01/2021-22/013864","2022-01-17",466.00,"Property Tax"
"Kuchinda","04","2022-01-13","01/2021-22/012128","2022-01-13",314.00,"Property Tax"
"Kuchinda",NULL,"2022-01-19","01/2021-22/016531","2022-01-19",1120.00,"Property Tax"
"Kuchinda","01","2022-01-12","01/2021-22/011921","2022-01-12",120.00,"Property Tax"
"Kuchinda","02","2022-01-17","01/2021-22/013982","2022-01-17",728.00,"Property Tax"
"Kuchinda","06","2021-12-29","12/2021-22/007874","2021-12-29",510.00,"Property Tax"
"Kuchinda","05","2021-12-01","12/2021-22/002747","2021-12-01",454.00,"Property Tax"
"Kuchinda","08","2021-12-01","12/2021-22/002779","2021-12-01",32.00,"Property Tax"
"Kuchinda","08","2021-12-21","12/2021-22/006475","2021-12-21",50.00,"Property Tax"
"Kuchinda","09","2022-01-10","01/2021-22/011205","2022-01-10",510.00,"Property Tax"
"Kuchinda","06","2022-01-13","01/2021-22/012294","2022-01-13",300.00,"Property Tax"
"Kuchinda","10","2022-01-10","01/2021-22/011185","2022-01-10",46.00,"Property Tax"
"Kuchinda","06","2022-01-14","01/2021-22/012387","2022-01-14",2006.00,"Property Tax"
"Kuchinda","05","2022-01-03","01/2021-22/009223","2022-01-03",322.00,"Property Tax"
"Kuchinda","08","2022-01-13","01/2021-22/012269","2022-01-13",26.00,"Property Tax"
"Kuchinda","10","2021-12-28","12/2021-22/007548","2021-12-28",42.00,"Property Tax"
"Kuchinda","03","2022-01-03","01/2021-22/008960","2022-01-03",84.00,"Property Tax"
"Kuchinda","10","2021-12-29","12/2021-22/007758","2021-12-29",86.00,"Property Tax"
"Kuchinda","02","2022-01-17","01/2021-22/013734","2022-01-17",254.00,"Property Tax"
"Kuchinda","01","2022-01-12","01/2021-22/011942","2022-01-12",108.00,"Property Tax"
"Kuchinda","02","2022-01-18","01/2021-22/015223","2022-01-18",190.00,"Property Tax"
"Kuchinda","10","2021-12-28","12/2021-22/007539","2021-12-28",40.00,"Property Tax"
"Kuchinda","02","2022-01-17","01/2021-22/013752","2022-01-17",450.00,"Property Tax"
"Kuchinda","02","2021-12-30","12/2021-22/008052","2021-12-30",350.00,"Property Tax"
"Kuchinda",NULL,"2022-01-19","01/2021-22/016830","2022-01-19",104.00,"Property Tax"
"Kuchinda","02","2021-12-29","12/2021-22/007767","2021-12-29",1546.00,"Property Tax"
"Kuchinda",NULL,"2021-12-31","12/2021-22/008209","2021-12-31",46.00,"Property Tax"
"Kuchinda","09","2021-12-06","12/2021-22/003465","2021-12-06",1938.00,"Property Tax"
"Kuchinda",NULL,"2021-12-31","12/2021-22/008198","2021-12-31",46.00,"Property Tax"
"Kuchinda",NULL,"2022-01-19","01/2021-22/016618","2022-01-19",340.00,"Property Tax"
"Kuchinda","08","2022-01-15","01/2021-22/013151","2022-01-15",74.00,"Property Tax"
"Jharsuguda","16","2022-01-17","01/2021-22/014193","2022-01-17",187.00,"Property Tax"
"Kuchinda","02","2022-01-08","01/2021-22/010580","2022-01-08",224.00,"Property Tax"
"Kuchinda","02","2021-12-31","12/2021-22/008318","2021-12-31",224.00,"Property Tax"
"Kuchinda","08","2022-01-12","01/2021-22/011836","2022-01-12",42.00,"Property Tax"
"Kuchinda",NULL,"2022-01-12","01/2021-22/011913","2022-01-12",56.00,"Property Tax"
"Kuchinda","10","2021-12-28","12/2021-22/007561","2021-12-28",44.00,"Property Tax"
"Kuchinda",NULL,"2022-01-03","01/2021-22/008942","2022-01-03",74.00,"Property Tax"
"Kuchinda","11","2022-01-15","01/2021-22/012691","2022-01-15",24.00,"Property Tax"
"Kuchinda",NULL,"2022-01-03","01/2021-22/008945","2022-01-03",44.00,"Property Tax"
"Kuchinda","05","2022-01-15","01/2021-22/012831","2022-01-15",156.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012720","2022-01-15",234.00,"Property Tax"
"Kuchinda","09","2021-12-14","12/2021-22/004844","2021-12-14",76.00,"Property Tax"
"Kuchinda","09","2021-12-13","12/2021-22/004523","2021-12-13",44.00,"Property Tax"
"Kuchinda",NULL,"2022-01-15","01/2021-22/012697","2022-01-15",110.00,"Property Tax"
"Kuchinda",NULL,"2022-01-10","01/2021-22/010991","2022-01-10",78.00,"Property Tax"
"Kuchinda","09","2021-12-13","12/2021-22/004511","2021-12-13",44.00,"Property Tax"
