"ulb","paidamt","ward","feetype"
"Deogarh","764.00","04","Property Tax"
"Deogarh","2202.00","10","Property Tax"
"Deogarh","652.00","05","Property Tax"
"Deogarh","1022.00",NULL,"Property Tax"
"Deogarh","513.00","05","Property Tax"
"Deogarh","1633.00",NULL,"Property Tax"
"Deogarh","1566.00","11","Property Tax"
"Deogarh","379.00",NULL,"Property Tax"
"Deogarh","399.00","06","Property Tax"
"Deogarh","1401.00",NULL,"Property Tax"
"Deogarh","511.00","11","Property Tax"
"Deogarh","811.00","10","Property Tax"
"Deogarh","726.00","11","Property Tax"
"Deogarh","3032.00",NULL,"Property Tax"
"Deogarh","321.00","05","Property Tax"
"Deogarh","3446.00",NULL,"Property Tax"
"Deogarh","761.00",NULL,"Property Tax"
"Deogarh","508.00","01","Property Tax"
"Deogarh","760.00",NULL,"Property Tax"
"Deogarh","1936.00","02","Property Tax"
"Deogarh","1021.00",NULL,"Property Tax"
"Deogarh","1956.00","05","Property Tax"
"Dhenkanal","180.00","16","Property Tax"
"Dhenkanal","648.00","09","Property Tax"
"Dhenkanal","2084.00","09","Property Tax"
"Dhenkanal","912.00","14","Property Tax"
"Dhenkanal","3588.00","17","Property Tax"
"Dhenkanal","368.00","08","Property Tax"
"Dhenkanal","1308.00","10","Property Tax"
"Dhenkanal","1656.00",NULL,"Property Tax"
"Dhenkanal","9716.00","04","Property Tax"
"Dhenkanal","1608.00",NULL,"Property Tax"
"Dhenkanal","1152.00","14","Property Tax"
"Dhenkanal","480.00",NULL,"Property Tax"
"Dhenkanal","4560.00","01","Property Tax"
"Dhenkanal","408.00","18","Property Tax"
"Dhenkanal","1648.00","09","Property Tax"
"Dhenkanal","624.00","14","Property Tax"
"Dhenkanal","416.00",NULL,"Property Tax"
"Dhenkanal","988.00","21","Property Tax"
"Dhenkanal","1200.00","13","Property Tax"
"Dhenkanal","696.00",NULL,"Property Tax"
"Dhenkanal","748.00",NULL,"Property Tax"
"Dhenkanal","500.00","04","Property Tax"
"Dhenkanal","1824.00",NULL,"Property Tax"
"Dhenkanal","2016.00",NULL,"Property Tax"
"Dhenkanal","4224.00","22","Property Tax"
"Dhenkanal","4752.00","14","Property Tax"
"Dhenkanal","3900.00","04","Property Tax"
"Dhenkanal","5520.00",NULL,"Property Tax"
"Dhenkanal","768.00","07","Property Tax"
"Dhenkanal","2100.00",NULL,"Property Tax"
"Dhenkanal","1552.00","07","Property Tax"
"Dhenkanal","2624.00",NULL,"Property Tax"
"Dhenkanal","364.00","12","Property Tax"
"Dhenkanal","788.00",NULL,"Property Tax"
"Dhenkanal","2378.00","07","Property Tax"
"Dhenkanal","468.00",NULL,"Property Tax"
"Dhenkanal","57468.00","10","Property Tax"
"Dhenkanal","1680.00","13","Property Tax"
"Dhenkanal","1008.00","22","Property Tax"
"Dhenkanal","3600.00","04","Property Tax"
"Dhenkanal","360.00",NULL,"Property Tax"
"Dhenkanal","2236.00","10","Property Tax"
"Dhenkanal","8130.00","10","Property Tax"
"Dhenkanal","344.00","07","Property Tax"
"Dhenkanal","2872.00","17","Property Tax"
"Dhenkanal","296.00",NULL,"Property Tax"
"Dhenkanal","1104.00","08","Property Tax"
"Dhenkanal","984.00","21","Property Tax"
"Digapahandi","131.00","02","Property Tax"
"Digapahandi","166.00","01","Property Tax"
"Digapahandi","503.00",NULL,"Property Tax"
"Digapahandi","8394.00","01","Property Tax"
"Digapahandi","9180.00",NULL,"Property Tax"
"Digapahandi","191.00","01","Property Tax"
"Digapahandi","375.00",NULL,"Property Tax"
"Digapahandi","282.00",NULL,"Property Tax"
"Digapahandi","180.00","02","Property Tax"
"Digapahandi","2760.00","01","Property Tax"
"Digapahandi","3944.00",NULL,"Property Tax"
"Digapahandi","3132.00",NULL,"Property Tax"
"Digapahandi","119.00","02","Property Tax"
"Digapahandi","569.00","01","Property Tax"
"Digapahandi","48.00","02","Property Tax"
"Digapahandi","279.00",NULL,"Property Tax"
"Digapahandi","103.00",NULL,"Property Tax"
"Digapahandi","323.00","01","Property Tax"
"Digapahandi","2040.00","02","Property Tax"
"Digapahandi","82.00",NULL,"Property Tax"
"Digapahandi","33.00","02","Property Tax"
"Digapahandi","69.00","02","Property Tax"
"Digapahandi","465.00","01","Property Tax"
"Digapahandi","1792.00","01","Property Tax"
"Digapahandi","235.00","10","Property Tax"
"Digapahandi","62.00","02","Property Tax"
"Digapahandi","46.00","02","Property Tax"
"Digapahandi","229.00","02","Property Tax"
"Digapahandi","60.00",NULL,"Property Tax"
"Digapahandi","72.00","02","Property Tax"
"Digapahandi","175.00","10","Property Tax"
"Digapahandi","189.00",NULL,"Property Tax"
"Digapahandi","134.00","02","Property Tax"
"Digapahandi","64.00","02","Property Tax"
"Digapahandi","150.00","02","Property Tax"
"Gopalpur","59.00",NULL,"Property Tax"
"Gudari","340.00","06","Property Tax"
"Gudari","264.00",NULL,"Property Tax"
"Gudari","2952.00","02","Property Tax"
"Gudari","3536.00","09","Property Tax"
"Gudari","728.00","09","Property Tax"
"Gudari","1336.00","02","Property Tax"
"Gudari","1410.00","04","Property Tax"
"Gudari","528.00",NULL,"Property Tax"
"Gudari","1548.00",NULL,"Property Tax"
"Gudari","380.00","04","Property Tax"
"Gudari","2032.00","02","Property Tax"
"Gudari","688.00","02","Property Tax"
"Gudari","284.00",NULL,"Property Tax"
"Gudari","900.00",NULL,"Property Tax"
"Gudari","232.00",NULL,"Property Tax"
"Gudari","984.00","02","Property Tax"
"Gudari","348.00",NULL,"Property Tax"
"Gudari","424.00","09","Property Tax"
"Gudari","412.00","04","Property Tax"
"Gudari","60.00",NULL,"Property Tax"
"Gudari","1256.00","02","Property Tax"
"Gudari","80.00","11","Property Tax"
"Gudari","1904.00","09","Property Tax"
"Gudari","3120.00","03","Property Tax"
"Gudari","20.00",NULL,"Property Tax"
"Gudari","464.00","01","Property Tax"
"Gudari","13888.00","09","Property Tax"
"Gudari","3120.00","03","Property Tax"
"Gudari","2448.00","02","Property Tax"
"Gudari","408.00",NULL,"Property Tax"
"Gudari","592.00",NULL,"Property Tax"
"Gudari","240.00","06","Property Tax"
"Gudari","408.00",NULL,"Property Tax"
"Gudari","576.00",NULL,"Property Tax"
"Gudari","640.00","04","Property Tax"
"Gudari","20.00","04","Property Tax"
"Gudari","2448.00",NULL,"Property Tax"
"Gudari","464.00","06","Property Tax"
"Gudari","704.00","04","Property Tax"
"Gudari","264.00","07","Property Tax"
"Gudari","2600.00","06","Property Tax"
"Gudari","264.00","07","Property Tax"
"Gudari","364.00",NULL,"Property Tax"
"Gudari","6528.00",NULL,"Property Tax"
"Gudari","1060.00","10","Property Tax"
"Gudari","2000.00","06","Property Tax"
"Gudari","732.00","08","Property Tax"
"Gudari","2000.00",NULL,"Property Tax"
"Gudari","6528.00","03","Property Tax"
"Gudari","376.00","06","Property Tax"
"Gudari","1488.00","11","Property Tax"
"Gudari","484.00",NULL,"Property Tax"
"Gudari","1020.00",NULL,"Property Tax"
"Gudari","528.00","06","Property Tax"
"Gudari","1632.00","05","Property Tax"
"Gudari","60.00","01","Property Tax"
"Gudari","20.00",NULL,"Property Tax"
"Gudari","264.00",NULL,"Property Tax"
"Gudari","576.00","02","Property Tax"
"Gudari","260.00","11","Property Tax"
"Gudari","572.00","02","Property Tax"
"Gudari","444.00","02","Property Tax"
"Gudari","1208.00","04","Property Tax"
"Gudari","20.00",NULL,"Property Tax"
"Gudari","408.00",NULL,"Property Tax"
"Gudari","724.00","05","Property Tax"
"Gudari","708.00","06","Property Tax"
"Gudari","536.00","05","Property Tax"
"Gudari","612.00","03","Property Tax"
"Gudari","412.00",NULL,"Property Tax"
"Gudari","192.00","11","Property Tax"
"Gudari","6120.00","01","Property Tax"
"Gudari","612.00","02","Property Tax"
"Gudari","336.00","01","Property Tax"
"Gudari","2144.00","06","Property Tax"
"Gudari","612.00",NULL,"Property Tax"
"Gudari","800.00",NULL,"Property Tax"
"Gudari","612.00","02","Property Tax"
"Gudari","392.00","05","Property Tax"
"Gudari","60.00","07","Property Tax"
"Gudari","20.00","02","Property Tax"
"Gudari","484.00","08","Property Tax"
"Gudari","416.00","03","Property Tax"
"Gudari","232.00","06","Property Tax"
"Gudayagiri","140.00","06","Property Tax"
"Gudayagiri","2470.00","02","Property Tax"
"Gudayagiri","627.00","02","Property Tax"
"Gudayagiri","2464.00","10","Property Tax"
"Gudayagiri","4801.00","04","Property Tax"
"Gudayagiri","704.00","01","Property Tax"
"Gudayagiri","727.00",NULL,"Property Tax"
"Gudayagiri","1547.00",NULL,"Property Tax"
"Gunupur","17929.00","13","Property Tax"
"Gunupur","958.00",NULL,"Property Tax"
"Gunupur","56137.00","01","Property Tax"
"Gunupur","2092.00",NULL,"Property Tax"
"Gunupur","3979.00","01","Property Tax"
"Gunupur","17929.00","13","Property Tax"
"Gunupur","1196.00",NULL,"Property Tax"
"Gunupur","2152.00","04","Property Tax"
"Gunupur","28512.00",NULL,"Property Tax"
"Gunupur","2455.00","01","Property Tax"
"Gunupur","1002.00",NULL,"Property Tax"
"Gunupur","646.00","04","Property Tax"
"Gunupur","3062.00","01","Property Tax"
"Gunupur","2512.00","01","Property Tax"
"Gunupur","1295.00","01","Property Tax"
"Gunupur","1243.00","08","Property Tax"
"Gunupur","1455.00","01","Property Tax"
"Gunupur","1368.00","01","Property Tax"
"Gunupur","2584.00","01","Property Tax"
"Gunupur","1070.00","01","Property Tax"
"Gunupur","3864.00",NULL,"Property Tax"
"Gunupur","958.00",NULL,"Property Tax"
"Gunupur","1817.00","10","Property Tax"
"Gunupur","2432.00","01","Property Tax"
"Gunupur","2448.00","01","Property Tax"
"Gunupur","1273.00","01","Property Tax"
"Gunupur","1091.00","01","Property Tax"
"Gunupur","1608.00",NULL,"Property Tax"
"Jaleswar","1840.00","05","Property Tax"
"Jaleswar","135.00","10","Property Tax"
"Jaleswar","1290.00","05","Property Tax"
"Jaleswar","771.00","07","Property Tax"
"Jaleswar","336.00","08","Property Tax"
"Jaleswar","1645.00","09","Property Tax"
"Jaleswar","1854.00","05","Property Tax"
"Jaleswar","900.00","04","Property Tax"
"Jaleswar","1184.00","15","Property Tax"
"Jaleswar","215.00","07","Property Tax"
"Jaleswar","390.00","15","Property Tax"
"Jaleswar","1680.00","05","Property Tax"
"Jaleswar","1055.00","15","Property Tax"
"Jaleswar","348.00","07","Property Tax"
"Jaleswar","449.00","07","Property Tax"
"Jaleswar","109.00","08","Property Tax"
"Jaleswar","432.00","15","Property Tax"
"Jaleswar","536.00","10","Property Tax"
"Jaleswar","210.00","15","Property Tax"
"Jaleswar","1290.00","05","Property Tax"
"Jatni","780.00","18","Property Tax"
"Jatni","403.00",NULL,"Property Tax"
"Jatni","832.00",NULL,"Property Tax"
"Jeypore","300.00",NULL,"Property Tax"
"Jeypore","2500.00","15","Property Tax"
"Jeypore","420.00","25","Property Tax"
"Jeypore","704.00","07","Property Tax"
"Jeypore","284.00","24","Property Tax"
"Jeypore","240.00",NULL,"Property Tax"
"Jeypore","12.00",NULL,"Property Tax"
"Jeypore","2000.00","26","Property Tax"
"Jeypore","1748.00","24","Property Tax"
"Jeypore","200.00",NULL,"Property Tax"
"Jeypore","312.00",NULL,"Property Tax"
"Jeypore","420.00","21","Property Tax"
"Jeypore","360.00","02","Property Tax"
"Jeypore","624.00","14","Property Tax"
"Jeypore","52.00","09","Property Tax"
"Jeypore","276.00","12","Property Tax"
"Jeypore","1500.00","16","Property Tax"
"Jeypore","1020.00",NULL,"Property Tax"
"Jeypore","528.00","21","Property Tax"
"Jeypore","64.00","09","Property Tax"
"Jeypore","820.00","19","Property Tax"
"Jeypore","504.00","25","Property Tax"
"Jeypore","860.00",NULL,"Property Tax"
"Jeypore","2000.00","18","Property Tax"
"Jeypore","6000.00","21","Property Tax"
"Jeypore","604.00","24","Property Tax"
"Jeypore","52.00",NULL,"Property Tax"
"Jeypore","356.00","02","Property Tax"
"Jeypore","60.00","09","Property Tax"
"Jeypore","100.00",NULL,"Property Tax"
"Jeypore","600.00",NULL,"Property Tax"
"Jeypore","1040.00","26","Property Tax"
"Jeypore","864.00","15","Property Tax"
"Jeypore","1080.00",NULL,"Property Tax"
"Jeypore","348.00",NULL,"Property Tax"
"Jeypore","200.00","09","Property Tax"
"Jeypore","1500.00","06","Property Tax"
"Jeypore","3000.00","18","Property Tax"
"Jeypore","120.00",NULL,"Property Tax"
"Jeypore","124.00",NULL,"Property Tax"
"Jeypore","1040.00","02","Property Tax"
"Jeypore","480.00",NULL,"Property Tax"
"Jeypore","816.00","26","Property Tax"
"Jeypore","2500.00","15","Property Tax"
"Jeypore","140.00",NULL,"Property Tax"
"Jeypore","256.00","25","Property Tax"
"Jeypore","544.00","02","Property Tax"
"Jeypore","396.00","25","Property Tax"
"Jeypore","408.00","25","Property Tax"
"Jeypore","1488.00","04","Property Tax"
"Jeypore","2644.00",NULL,"Property Tax"
"Jeypore","836.00",NULL,"Property Tax"
"Jeypore","44.00","25","Property Tax"
"Jeypore","540.00",NULL,"Property Tax"
"Jeypore","1432.00","25","Property Tax"
"Jeypore","124.00",NULL,"Property Tax"
"Jeypore","28.00","09","Property Tax"
"Jeypore","1632.00",NULL,"Property Tax"
"Jeypore","296.00","24","Property Tax"
"Jeypore","344.00","25","Property Tax"
"Jeypore","60.00",NULL,"Property Tax"
"Jeypore","148.00",NULL,"Property Tax"
"Jeypore","568.00",NULL,"Property Tax"
"Jeypore","600.00","02","Property Tax"
"Jeypore","200.00","09","Property Tax"
"Jeypore","612.00",NULL,"Property Tax"
"Jeypore","152.00",NULL,"Property Tax"
"Jeypore","804.00","09","Property Tax"
"Jeypore","696.00","26","Property Tax"
"Jeypore","8000.00","17","Property Tax"
"Jeypore","396.00","02","Property Tax"
"Jeypore","600.00","09","Property Tax"
"Jeypore","1500.00","22","Property Tax"
"Jeypore","1240.00","11","Property Tax"
"Jeypore","1632.00",NULL,"Property Tax"
"Jeypore","560.00","09","Property Tax"
"Jeypore","40.00",NULL,"Property Tax"
"Jeypore","688.00","02","Property Tax"
"Jeypore","1944.00","24","Property Tax"
"Jeypore","816.00",NULL,"Property Tax"
"Jeypore","248.00","24","Property Tax"
"Jeypore","76.00","24","Property Tax"
"Jeypore","680.00","02","Property Tax"
"Jeypore","1000.00","17","Property Tax"
"Jeypore","1920.00","26","Property Tax"
"Jeypore","488.00","24","Property Tax"
"Jeypore","2000.00","15","Property Tax"
"Jeypore","520.00",NULL,"Property Tax"
"Jeypore","56.00","09","Property Tax"
"Jeypore","752.00","02","Property Tax"
"Jeypore","24.00","09","Property Tax"
"Jeypore","968.00",NULL,"Property Tax"
"Jeypore","100.00","09","Property Tax"
"Jeypore","1180.00","25","Property Tax"
"Jeypore","11440.00",NULL,"Property Tax"
"Jeypore","1224.00",NULL,"Property Tax"
"Jeypore","88.00",NULL,"Property Tax"
"Jeypore","248.00","24","Property Tax"
"Jeypore","108.00","25","Property Tax"
"Jeypore","436.00","24","Property Tax"
"Jeypore","328.00","09","Property Tax"
"Jeypore","480.00","25","Property Tax"
"Jeypore","1172.00",NULL,"Property Tax"
"Jeypore","100.00","04","Property Tax"
"Jeypore","800.00","17","Property Tax"
"Jeypore","40.00","09","Property Tax"
"Jeypore","852.00","26","Property Tax"
"Jeypore","140.00",NULL,"Property Tax"
"Jeypore","300.00",NULL,"Property Tax"
"Jeypore","964.00","11","Property Tax"
"Jeypore","1496.00","25","Property Tax"
"Jeypore","72.00",NULL,"Property Tax"
"Jeypore","2768.00",NULL,"Property Tax"
"Jeypore","30000.00","16","Property Tax"
"Jeypore","1068.00",NULL,"Property Tax"
"Jeypore","328.00","22","Property Tax"
"Jeypore","80.00","25","Property Tax"
"Jeypore","468.00",NULL,"Property Tax"
"Jeypore","816.00","25","Property Tax"
"Jeypore","460.00","25","Property Tax"
"Jeypore","1500.00","19","Property Tax"
"Jeypore","40.00",NULL,"Property Tax"
"Jeypore","80.00","09","Property Tax"
"Jeypore","408.00","25","Property Tax"
"Jeypore","17500.00","07","Property Tax"
"Jeypore","264.00","09","Property Tax"
"Jeypore","20000.00","07","Property Tax"
"Jeypore","240.00",NULL,"Property Tax"
"Jeypore","2448.00","16","Property Tax"
"Jeypore","244.00",NULL,"Property Tax"
"Jeypore","1500.00","19","Property Tax"
"Jeypore","128.00",NULL,"Property Tax"
"Jeypore","96.00","09","Property Tax"
"Jeypore","224.00",NULL,"Property Tax"
"Jeypore","516.00","25","Property Tax"
"Jeypore","2000.00","17","Property Tax"
"Jeypore","64.00","24","Property Tax"
"Jeypore","60.00","24","Property Tax"
"Jeypore","704.00","13","Property Tax"
"Jeypore","1020.00","02","Property Tax"
"Jeypore","10240.00","03","Property Tax"
"Jeypore","440.00",NULL,"Property Tax"
"Jeypore","48.00",NULL,"Property Tax"
"Jeypore","752.00","02","Property Tax"
"Jeypore","184.00",NULL,"Property Tax"
"Jeypore","300.00","25","Property Tax"
"Jeypore","1404.00","13","Property Tax"
"Jeypore","520.00","24","Property Tax"
"Jeypore","48.00","26","Property Tax"
"Jeypore","1000.00",NULL,"Property Tax"
"Jeypore","300.00","24","Property Tax"
"Jeypore","100.00","24","Property Tax"
"Jeypore","508.00",NULL,"Property Tax"
"Jeypore","1020.00","24","Property Tax"
"Jeypore","220.00","11","Property Tax"
"Jeypore","144.00","09","Property Tax"
"Jeypore","680.00","26","Property Tax"
"Jeypore","164.00",NULL,"Property Tax"
"Jeypore","2164.00","24","Property Tax"
"Jeypore","16.00","24","Property Tax"
"Jeypore","36.00",NULL,"Property Tax"
"Jeypore","364.00","25","Property Tax"
"Jeypore","1020.00","26","Property Tax"
"Jeypore","1296.00","16","Property Tax"
"Jeypore","844.00","25","Property Tax"
"Jeypore","100.00",NULL,"Property Tax"
"Jeypore","356.00",NULL,"Property Tax"
"Jeypore","820.00","11","Property Tax"
"Jeypore","1840.00","02","Property Tax"
"Jharsuguda","2596.00",NULL,"Property Tax"
"Jharsuguda","1785.00",NULL,"Property Tax"
"Jharsuguda","11844.00","10","Property Tax"
"Jharsuguda","3641.00","16","Property Tax"
"Jharsuguda","1346.00","17","Property Tax"
"Jharsuguda","2775.00","04","Property Tax"
"Jharsuguda","5550.00","04","Property Tax"
"Jharsuguda","2521.00",NULL,"Property Tax"
"Jharsuguda","1011.00","16","Property Tax"
"Jharsuguda","709.00","11","Property Tax"
"Jharsuguda","1540.00","21","Property Tax"
"Jharsuguda","1938.00",NULL,"Property Tax"
"Jharsuguda","450.00","17","Property Tax"
"Jharsuguda","48.00","11","Property Tax"
"Jharsuguda","10926.00",NULL,"Property Tax"
"Jharsuguda","2211.00","11","Property Tax"
"Jharsuguda","3381.00","10","Property Tax"
"Jharsuguda","187.00","16","Property Tax"
"Jharsuguda","30190.00","09","Property Tax"
"Jharsuguda","561.00","11","Property Tax"
