"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-11-001601","BPA1","2022-03-11","2022-03-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-01-22-000512","BPA1","2022-01-22","2022-01-24","REJECTED",NULL,NULL
"Rourkela","BP-RRK-2022-02-28-001246","BPA1","2022-02-28","2022-03-03","APPROVED","BP/RRK/000067","2022-03-16"
"Bhubaneswar","BP-BMC-2022-02-17-000922","BPA1","2022-02-17","2022-02-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001762","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000971","BPA1","2022-02-18",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000972","BPA1","2022-02-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001690","BPA1","2022-03-14",NULL,"PENDING_APPL_FEE",NULL,NULL
"Rourkela","BP-RRK-2022-03-09-001529","BPA1","2022-03-09","2022-03-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-11-001599","BPA1","2022-03-11","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001535","BPA1","2022-03-09","2022-03-10","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-08-000744","BPA1","2022-02-08","2022-02-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001600","BPA1","2022-03-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000928","BPA2","2022-02-17","2022-03-04","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-14-001691","BPA2","2022-03-14","2022-03-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000884","BPA1","2022-02-15","2022-02-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001764","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000975","BPA1","2022-02-19","2022-02-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-19-000985","BPA1","2022-02-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000768","BPA1","2022-02-09","2022-02-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-28-001252","BPA1","2022-02-28","2022-03-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000979","BPA1","2022-02-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-19-000980","BPA1","2022-02-19","2022-02-19","APPROVED","BP/RRK/000064","2022-03-10"
"Rourkela","BP-RRK-2022-03-15-001694","BPA1","2022-03-15","2022-03-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-02-000653","BPA1","2022-02-02","2022-02-04","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-03-16-001765","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001539","BPA2","2022-03-09","2022-03-09","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001538","BPA1","2022-03-09","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000992","BPA1","2022-02-19","2022-02-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-02-12-000834","BPA1","2022-02-12","2022-02-12","APPROVED","BP/BED/000050","2022-02-19"
"Rourkela","BP-RRK-2022-02-08-000728","BPA1","2022-02-08","2022-02-16","APPROVED","BP/RRK/000060","2022-03-08"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-26-000545","BPA1","2022-01-26","2022-02-09","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000996","BPA1","2022-02-19","2022-02-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-17-000935","BPA1","2022-02-17","2022-03-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-02-20-000999","BPA2","2022-02-20",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-08-000729","BPA1","2022-02-08","2022-02-16","APPROVED","BP/RRK/000061","2022-03-08"
"Bhubaneswar","BP-BMC-2022-02-21-001003","BPA2","2022-02-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001768","BPA1","2022-03-16",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000858","BPA1","2022-02-14","2022-02-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001607","BPA1","2022-03-11",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001707","BPA2","2022-03-15","2022-03-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-15-001712","BPA1","2022-03-15",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000964","BPA1","2022-02-18","2022-02-18","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2021-12-16-000200","BPA2","2021-12-16","2022-01-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001608","BPA1","2022-03-11","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001010","BPA2","2022-02-21",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001769","BPA1","2022-03-16","2022-03-16","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001012","BPA1","2022-02-21","2022-02-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000923","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-05-001395","BPA1","2022-03-05","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Jatni","BP-JTN-2022-03-16-001770","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-09-001546","BPA1","2022-03-09","2022-03-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-11-000804","BPA2","2022-02-11","2022-02-11","REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001014","BPA1","2022-02-21","2022-02-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-04-000684","BPA1","2022-02-04","2022-02-15","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001713","BPA1","2022-03-15","2022-03-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001547","BPA1","2022-03-09",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-07-000719","BPA1","2022-02-07","2022-02-21","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-07-000717","BPA1","2022-02-07","2022-02-08","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-04-000689","BPA2","2022-02-04","2022-02-07","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001023","BPA1","2022-02-21","2022-02-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-12-000826","BPA1","2022-02-12","2022-02-13","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-16-001771","BPA1","2022-03-16","2022-03-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-13-001644","BPA1","2022-03-13","2022-03-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001548","BPA1","2022-03-09","2022-03-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001031","BPA1","2022-02-22",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001612","BPA1","2022-03-11","2022-03-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001640","BPA1","2022-03-12","2022-03-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001034","BPA1","2022-02-22","2022-02-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001033","BPA1","2022-02-22","2022-02-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-21-001029","BPA1","2022-02-21","2022-02-21","APPROVAL_INPROGRESS",NULL,NULL
"Jatni","BP-JTN-2022-03-16-001774","BPA1","2022-03-16",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001735","BPA1","2022-03-15",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000915","BPA1","2022-02-17","2022-02-22","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001019","BPA1","2022-02-21","2022-02-22","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001015","BPA1","2022-02-21","2022-02-22","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2021-12-10-000193","BPA1","2021-12-10","2021-12-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-26-001201","BPA1","2022-02-26","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001018","BPA1","2022-02-21",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-12-001621","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-03-15-001740","BPA1","2022-03-15","2022-03-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001044","BPA1","2022-02-22",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001775","BPA2","2022-03-16",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001047","BPA1","2022-02-22",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-02-21-001022","BPA1","2022-02-21","2022-03-16","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001053","BPA1","2022-02-22","2022-03-05","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-31-000598","BPA1","2022-01-31","2022-02-04","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001778","BPA1","2022-03-16","2022-03-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-02-22-001055","BPA2","2022-02-22","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000950","BPA1","2022-02-17","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-19-000440","BPA1","2022-01-19","2022-01-19","APPROVED","BP/SMB/000051","2022-02-23"
"Cuttack","BP-CTC-2022-02-23-001065","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001048","BPA1","2022-02-22","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-11-000802","BPA1","2022-02-11","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-16-001779","BPA1","2022-03-16","2022-03-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-03-12-001623","BPA1","2022-03-12","2022-03-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-06-000694","BPA1","2022-02-06","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001027","BPA1","2022-02-21","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001020","BPA1","2022-02-21","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-12-001625","BPA1","2022-03-12","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001072","BPA1","2022-02-23","2022-03-12","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-28-000564","BPA1","2022-01-28","2022-01-29","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-16-001780","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001056","BPA2","2022-02-22","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-29-000586","BPA1","2022-01-29","2022-02-01","APPROVED","BP/BDA/000065","2022-03-12"
"Berhampur","BP-BAM-2022-02-23-001080","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-02-23-001086","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-02-23-001087","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001089","BPA1","2022-02-23","2022-03-02","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-12-001627","BPA1","2022-03-12","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001781","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001090","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001079","BPA1","2022-02-23","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001088","BPA1","2022-02-23","2022-02-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2021-12-08-000183","BPA1","2021-12-08","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-17-000940","BPA1","2022-02-17","2022-02-23","APPROVED","BP/BAM/000058","2022-03-07"
"Berhampur","BP-BAM-2022-02-23-001095","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001628","BPA1","2022-03-12",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001098","BPA1","2022-02-23","2022-02-26","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-03-16-001782","BPA1","2022-03-16","2022-03-16","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-24-000518","BPA1","2022-01-24",NULL,"DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-19-000989","BPA1","2022-02-19","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-28-000562","BPA1","2022-01-28","2022-03-04","REJECTED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-29-000578","BPA1","2022-01-29","2022-03-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001110","BPA1","2022-02-24","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-29-000587","BPA1","2022-01-29","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-04-000682","BPA1","2022-02-04","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-11-000821","BPA1","2022-02-11","2022-02-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-02-19-000988","BPA1","2022-02-19","2022-02-23","APPROVED","BP/BAM/000056","2022-03-05"
"Bhubaneswar","BP-BMC-2022-02-24-001113","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001114","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001041","BPA1","2022-02-22","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001042","BPA1","2022-02-22","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001045","BPA1","2022-02-22","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001629","BPA1","2022-03-12","2022-03-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-16-001783","BPA1","2022-03-16","2022-03-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001116","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-19-000987","BPA1","2022-02-19","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001081","BPA2","2022-02-23","2022-02-24","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001118","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-26-000544","BPA2","2022-01-26","2022-02-23","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001119","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-24-001125","BPA2","2022-02-24","2022-03-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-22-001059","BPA2","2022-02-22","2022-02-22","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Rourkela","BP-RRK-2022-01-29-000575","BPA1","2022-01-29",NULL,"REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001129","BPA1","2022-02-24","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001121","BPA1","2022-02-24","2022-03-11","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001631","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001123","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001128","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001136","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-03-16-001784","BPA1","2022-03-16","2022-03-16","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001137","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-24-001147","BPA1","2022-02-24","2022-03-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-24-001141","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001143","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001632","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-25-001151","BPA2","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001032","BPA1","2022-02-22","2022-02-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001153","BPA2","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001157","BPA1","2022-02-25","2022-03-02","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001092","BPA1","2022-02-23","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001076","BPA1","2022-02-23","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001161","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001164","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001166","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001168","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001169","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-25-001171","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001155","BPA1","2022-02-25","2022-03-01","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-25-001173","BPA1","2022-02-25","2022-03-01","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-05-001414","BPA1","2022-03-05","2022-03-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001177","BPA1","2022-02-25","2022-03-07","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-19-000986","BPA1","2022-02-19","2022-02-25","APPROVED","BP/RRK/000062","2022-03-08"
"Bhubaneswar","BP-BMC-2022-03-12-001633","BPA1","2022-03-12","2022-03-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-22-001050","BPA1","2022-02-22","2022-02-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001178","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-25-001172","BPA1","2022-02-25","2022-03-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-02-000639","BPA2","2022-02-02","2022-02-02","APPROVED","BP/RRK/000052","2022-03-01"
"Rourkela","BP-RRK-2022-02-02-000644","BPA2","2022-02-02","2022-02-02","APPROVED","BP/RRK/000053","2022-03-01"
"Rourkela","BP-RRK-2022-02-02-000645","BPA2","2022-02-02","2022-02-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001786","BPA1","2022-03-17","2022-03-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL
